height,weight,bust,waist,hip,shape,img
66,100.8,37,30,32,inverted triangle,ml\training_data\inverted triangle\766.png
65,157.8,44,34,40,inverted triangle,ml\training_data\inverted triangle\767.png
66,165.1,45,38,40,inverted triangle,ml\training_data\inverted triangle\768.png
65,150.7,45,34,38,inverted triangle,ml\training_data\inverted triangle\769.png
66,128.5,45,34,33,inverted triangle,ml\training_data\inverted triangle\770.png
68,114.2,39,30,33,inverted triangle,ml\training_data\inverted triangle\771.png
70,152.3,42,34,38,inverted triangle,ml\training_data\inverted triangle\772.png
70,132.4,41,30,35,inverted triangle,ml\training_data\inverted triangle\773.png
68,128.2,44,32,33,inverted triangle,ml\training_data\inverted triangle\774.png
66,138.7,42,32,37,inverted triangle,ml\training_data\inverted triangle\775.png
69,127.7,45,32,32,inverted triangle,ml\training_data\inverted triangle\776.png
66,118.6,41,34,33,inverted triangle,ml\training_data\inverted triangle\777.png
69,145.7,42,34,37,inverted triangle,ml\training_data\inverted triangle\778.png
67,127.4,45,30,33,inverted triangle,ml\training_data\inverted triangle\779.png
67,111.6,40,32,32,inverted triangle,ml\training_data\inverted triangle\780.png
69,150.5,42,34,38,inverted triangle,ml\training_data\inverted triangle\781.png
66,155.3,43,38,39,inverted triangle,ml\training_data\inverted triangle\782.png
65,158.8,45,32,40,inverted triangle,ml\training_data\inverted triangle\783.png
65,147.4,45,36,37,inverted triangle,ml\training_data\inverted triangle\784.png
70,139.2,40,36,36,inverted triangle,ml\training_data\inverted triangle\785.png
66,110.6,39,30,33,inverted triangle,ml\training_data\inverted triangle\786.png
70,123.2,38,34,34,inverted triangle,ml\training_data\inverted triangle\787.png
68,134.3,42,34,35,inverted triangle,ml\training_data\inverted triangle\788.png
69,156.0,43,38,38,inverted triangle,ml\training_data\inverted triangle\789.png
67,139.2,44,30,36,inverted triangle,ml\training_data\inverted triangle\790.png
70,142.0,41,30,37,inverted triangle,ml\training_data\inverted triangle\791.png
68,161.7,44,32,40,inverted triangle,ml\training_data\inverted triangle\792.png
68,148.3,45,30,37,inverted triangle,ml\training_data\inverted triangle\793.png
69,135.6,43,30,35,inverted triangle,ml\training_data\inverted triangle\794.png
68,133.8,43,30,35,inverted triangle,ml\training_data\inverted triangle\795.png
67,157.1,43,38,39,inverted triangle,ml\training_data\inverted triangle\796.png
65,152.5,45,30,39,inverted triangle,ml\training_data\inverted triangle\797.png
68,157.4,43,36,39,inverted triangle,ml\training_data\inverted triangle\798.png
69,125.2,44,32,32,inverted triangle,ml\training_data\inverted triangle\799.png
70,119.5,41,32,32,inverted triangle,ml\training_data\inverted triangle\800.png
66,116.1,40,34,33,inverted triangle,ml\training_data\inverted triangle\801.png
67,165.4,45,36,40,inverted triangle,ml\training_data\inverted triangle\802.png
68,154.3,45,38,37,inverted triangle,ml\training_data\inverted triangle\803.png
70,133.9,41,32,35,inverted triangle,ml\training_data\inverted triangle\804.png
67,121.4,42,32,33,inverted triangle,ml\training_data\inverted triangle\805.png
66,125.5,45,30,33,inverted triangle,ml\training_data\inverted triangle\806.png
67,117.7,38,34,34,inverted triangle,ml\training_data\inverted triangle\807.png
67,143.9,42,30,38,inverted triangle,ml\training_data\inverted triangle\808.png
67,141.1,41,36,37,inverted triangle,ml\training_data\inverted triangle\809.png
65,117.7,42,32,33,inverted triangle,ml\training_data\inverted triangle\810.png
67,131.2,44,32,34,inverted triangle,ml\training_data\inverted triangle\811.png
67,114.7,38,30,34,inverted triangle,ml\training_data\inverted triangle\812.png
68,155.9,43,34,39,inverted triangle,ml\training_data\inverted triangle\813.png
66,118.3,44,30,32,inverted triangle,ml\training_data\inverted triangle\814.png
66,113.1,40,30,33,inverted triangle,ml\training_data\inverted triangle\815.png
67,133.6,45,32,34,inverted triangle,ml\training_data\inverted triangle\816.png
68,118.4,42,32,32,inverted triangle,ml\training_data\inverted triangle\817.png
69,150.7,44,34,37,inverted triangle,ml\training_data\inverted triangle\818.png
68,150.6,44,30,38,inverted triangle,ml\training_data\inverted triangle\819.png
68,144.8,43,32,37,inverted triangle,ml\training_data\inverted triangle\820.png
69,126.2,45,30,32,inverted triangle,ml\training_data\inverted triangle\821.png
68,126.7,44,30,33,inverted triangle,ml\training_data\inverted triangle\822.png
65,103.8,37,30,33,inverted triangle,ml\training_data\inverted triangle\823.png
67,116.4,40,32,33,inverted triangle,ml\training_data\inverted triangle\824.png
68,127.2,43,34,33,inverted triangle,ml\training_data\inverted triangle\825.png
69,111.2,39,30,32,inverted triangle,ml\training_data\inverted triangle\826.png
65,107.8,38,32,33,inverted triangle,ml\training_data\inverted triangle\827.png
65,147.2,43,36,38,inverted triangle,ml\training_data\inverted triangle\828.png
67,123.5,39,32,35,inverted triangle,ml\training_data\inverted triangle\829.png
68,162.9,44,40,39,inverted triangle,ml\training_data\inverted triangle\830.png
68,135.6,40,36,36,inverted triangle,ml\training_data\inverted triangle\831.png
66,132.0,40,36,36,inverted triangle,ml\training_data\inverted triangle\832.png
66,132.5,42,30,36,inverted triangle,ml\training_data\inverted triangle\833.png
68,136.8,43,34,35,inverted triangle,ml\training_data\inverted triangle\834.png
66,159.1,45,30,40,inverted triangle,ml\training_data\inverted triangle\835.png
68,132.2,45,34,33,inverted triangle,ml\training_data\inverted triangle\836.png
67,124.9,44,30,33,inverted triangle,ml\training_data\inverted triangle\837.png
66,153.0,44,38,38,inverted triangle,ml\training_data\inverted triangle\838.png
67,136.9,45,30,35,inverted triangle,ml\training_data\inverted triangle\839.png
65,156.0,44,38,39,inverted triangle,ml\training_data\inverted triangle\840.png
66,139.7,43,30,37,inverted triangle,ml\training_data\inverted triangle\841.png
66,112.3,41,32,32,inverted triangle,ml\training_data\inverted triangle\842.png
70,146.0,42,32,37,inverted triangle,ml\training_data\inverted triangle\843.png
68,142.9,41,36,37,inverted triangle,ml\training_data\inverted triangle\844.png
67,162.1,45,38,39,inverted triangle,ml\training_data\inverted triangle\845.png
69,169.0,45,36,40,inverted triangle,ml\training_data\inverted triangle\846.png
65,132.7,41,36,36,inverted triangle,ml\training_data\inverted triangle\847.png
66,124.4,42,32,34,inverted triangle,ml\training_data\inverted triangle\848.png
67,134.8,41,34,36,inverted triangle,ml\training_data\inverted triangle\849.png
68,154.6,45,32,38,inverted triangle,ml\training_data\inverted triangle\850.png
67,146.3,43,30,38,inverted triangle,ml\training_data\inverted triangle\851.png
65,132.8,43,36,35,inverted triangle,ml\training_data\inverted triangle\852.png
66,161.1,44,36,40,inverted triangle,ml\training_data\inverted triangle\853.png
67,138.1,41,32,37,inverted triangle,ml\training_data\inverted triangle\854.png
65,134.8,45,32,35,inverted triangle,ml\training_data\inverted triangle\855.png
69,119.8,38,32,34,inverted triangle,ml\training_data\inverted triangle\856.png
66,120.7,45,30,32,inverted triangle,ml\training_data\inverted triangle\857.png
69,123.8,39,34,34,inverted triangle,ml\training_data\inverted triangle\858.png
66,108.3,40,30,32,inverted triangle,ml\training_data\inverted triangle\859.png
66,139.6,45,36,35,inverted triangle,ml\training_data\inverted triangle\860.png
70,132.9,40,34,35,inverted triangle,ml\training_data\inverted triangle\861.png
68,149.3,43,38,37,inverted triangle,ml\training_data\inverted triangle\862.png
66,151.8,44,30,39,inverted triangle,ml\training_data\inverted triangle\863.png
69,146.7,43,32,37,inverted triangle,ml\training_data\inverted triangle\864.png
67,138.3,43,32,36,inverted triangle,ml\training_data\inverted triangle\865.png
66,159.6,44,34,40,inverted triangle,ml\training_data\inverted triangle\866.png
68,131.1,40,30,36,inverted triangle,ml\training_data\inverted triangle\867.png
69,133.8,43,34,34,inverted triangle,ml\training_data\inverted triangle\868.png
69,121.5,40,34,33,inverted triangle,ml\training_data\inverted triangle\869.png
66,160.3,45,38,39,inverted triangle,ml\training_data\inverted triangle\870.png
67,108.9,37,32,33,inverted triangle,ml\training_data\inverted triangle\871.png
65,141.4,42,38,37,inverted triangle,ml\training_data\inverted triangle\872.png
65,105.5,39,32,32,inverted triangle,ml\training_data\inverted triangle\873.png
66,135.5,42,34,36,inverted triangle,ml\training_data\inverted triangle\874.png
69,147.4,44,36,36,inverted triangle,ml\training_data\inverted triangle\875.png
70,143.5,41,32,37,inverted triangle,ml\training_data\inverted triangle\876.png
69,153.7,44,38,37,inverted triangle,ml\training_data\inverted triangle\877.png
69,138.1,44,30,35,inverted triangle,ml\training_data\inverted triangle\878.png
65,139.6,45,32,36,inverted triangle,ml\training_data\inverted triangle\879.png
69,140.4,43,30,36,inverted triangle,ml\training_data\inverted triangle\880.png
68,119.4,43,30,32,inverted triangle,ml\training_data\inverted triangle\881.png
65,114.1,38,34,34,inverted triangle,ml\training_data\inverted triangle\882.png
65,144.2,43,32,38,inverted triangle,ml\training_data\inverted triangle\883.png
69,118.3,38,30,34,inverted triangle,ml\training_data\inverted triangle\884.png
69,116.2,41,30,32,inverted triangle,ml\training_data\inverted triangle\885.png
69,121.2,43,30,32,inverted triangle,ml\training_data\inverted triangle\886.png
66,127.2,40,36,35,inverted triangle,ml\training_data\inverted triangle\887.png
65,123.9,40,34,35,inverted triangle,ml\training_data\inverted triangle\888.png
68,139.9,41,32,37,inverted triangle,ml\training_data\inverted triangle\889.png
66,124.2,40,32,35,inverted triangle,ml\training_data\inverted triangle\890.png
67,134.0,42,36,35,inverted triangle,ml\training_data\inverted triangle\891.png
68,124.2,43,30,33,inverted triangle,ml\training_data\inverted triangle\892.png
68,152.8,45,36,37,inverted triangle,ml\training_data\inverted triangle\893.png
65,100.5,37,32,32,inverted triangle,ml\training_data\inverted triangle\894.png
69,107.8,37,32,32,inverted triangle,ml\training_data\inverted triangle\895.png
65,137.1,44,32,36,inverted triangle,ml\training_data\inverted triangle\896.png
67,130.0,41,34,35,inverted triangle,ml\training_data\inverted triangle\897.png
68,132.0,43,34,34,inverted triangle,ml\training_data\inverted triangle\898.png
65,122.9,39,36,35,inverted triangle,ml\training_data\inverted triangle\899.png
66,144.4,45,36,36,inverted triangle,ml\training_data\inverted triangle\900.png
65,109.3,38,34,33,inverted triangle,ml\training_data\inverted triangle\901.png
65,148.7,43,38,38,inverted triangle,ml\training_data\inverted triangle\902.png
68,159.1,45,38,38,inverted triangle,ml\training_data\inverted triangle\903.png
66,116.9,39,32,34,inverted triangle,ml\training_data\inverted triangle\904.png
66,136.2,41,32,37,inverted triangle,ml\training_data\inverted triangle\905.png
67,129.3,40,30,36,inverted triangle,ml\training_data\inverted triangle\906.png
69,165.7,45,38,39,inverted triangle,ml\training_data\inverted triangle\907.png
65,155.0,43,40,39,inverted triangle,ml\training_data\inverted triangle\908.png
70,149.0,42,36,37,inverted triangle,ml\training_data\inverted triangle\909.png
66,110.8,41,30,32,inverted triangle,ml\training_data\inverted triangle\910.png
69,151.2,43,38,37,inverted triangle,ml\training_data\inverted triangle\911.png
67,154.3,45,34,38,inverted triangle,ml\training_data\inverted triangle\912.png
66,105.6,37,30,33,inverted triangle,ml\training_data\inverted triangle\913.png
65,160.3,45,34,40,inverted triangle,ml\training_data\inverted triangle\914.png
70,121.8,40,32,33,inverted triangle,ml\training_data\inverted triangle\915.png
69,151.7,45,32,37,inverted triangle,ml\training_data\inverted triangle\916.png
66,154.0,45,36,38,inverted triangle,ml\training_data\inverted triangle\917.png
70,129.9,40,30,35,inverted triangle,ml\training_data\inverted triangle\918.png
68,133.0,44,32,34,inverted triangle,ml\training_data\inverted triangle\919.png
65,134.6,43,32,36,inverted triangle,ml\training_data\inverted triangle\920.png
69,147.5,42,30,38,inverted triangle,ml\training_data\inverted triangle\921.png
67,129.5,42,30,35,inverted triangle,ml\training_data\inverted triangle\922.png
65,130.0,45,32,34,inverted triangle,ml\training_data\inverted triangle\923.png
67,168.4,45,40,40,inverted triangle,ml\training_data\inverted triangle\924.png
68,147.8,43,36,37,inverted triangle,ml\training_data\inverted triangle\925.png
66,137.4,44,30,36,inverted triangle,ml\training_data\inverted triangle\926.png
67,127.2,43,30,34,inverted triangle,ml\training_data\inverted triangle\927.png
67,102.6,37,30,32,inverted triangle,ml\training_data\inverted triangle\928.png
66,135.6,44,34,35,inverted triangle,ml\training_data\inverted triangle\929.png
66,123.6,43,34,33,inverted triangle,ml\training_data\inverted triangle\930.png
66,156.3,44,36,39,inverted triangle,ml\training_data\inverted triangle\931.png
67,144.0,44,30,37,inverted triangle,ml\training_data\inverted triangle\932.png
68,167.7,44,40,40,inverted triangle,ml\training_data\inverted triangle\933.png
67,143.7,44,36,36,inverted triangle,ml\training_data\inverted triangle\934.png
68,150.3,44,36,37,inverted triangle,ml\training_data\inverted triangle\935.png
66,141.7,42,36,37,inverted triangle,ml\training_data\inverted triangle\936.png
66,137.1,44,36,35,inverted triangle,ml\training_data\inverted triangle\937.png
67,145.5,44,32,37,inverted triangle,ml\training_data\inverted triangle\938.png
65,155.5,45,34,39,inverted triangle,ml\training_data\inverted triangle\939.png
69,144.4,44,32,36,inverted triangle,ml\training_data\inverted triangle\940.png
67,140.5,42,32,37,inverted triangle,ml\training_data\inverted triangle\941.png
70,120.3,40,30,33,inverted triangle,ml\training_data\inverted triangle\942.png
69,129.0,43,34,33,inverted triangle,ml\training_data\inverted triangle\943.png
65,111.3,40,30,33,inverted triangle,ml\training_data\inverted triangle\944.png
66,143.5,42,32,38,inverted triangle,ml\training_data\inverted triangle\945.png
67,152.8,45,32,38,inverted triangle,ml\training_data\inverted triangle\946.png
66,155.5,45,38,38,inverted triangle,ml\training_data\inverted triangle\947.png
66,131.5,41,32,36,inverted triangle,ml\training_data\inverted triangle\948.png
66,161.8,45,40,39,inverted triangle,ml\training_data\inverted triangle\949.png
66,137.0,42,36,36,inverted triangle,ml\training_data\inverted triangle\950.png
70,134.9,42,30,35,inverted triangle,ml\training_data\inverted triangle\951.png
67,105.1,38,30,32,inverted triangle,ml\training_data\inverted triangle\952.png
67,160.9,45,30,40,inverted triangle,ml\training_data\inverted triangle\953.png
67,145.0,42,38,37,inverted triangle,ml\training_data\inverted triangle\954.png
67,151.8,44,34,38,inverted triangle,ml\training_data\inverted triangle\955.png
66,115.8,43,30,32,inverted triangle,ml\training_data\inverted triangle\956.png
69,150.1,45,30,37,inverted triangle,ml\training_data\inverted triangle\957.png
65,130.8,44,30,35,inverted triangle,ml\training_data\inverted triangle\958.png
67,137.3,42,34,36,inverted triangle,ml\training_data\inverted triangle\959.png
65,127.8,41,36,35,inverted triangle,ml\training_data\inverted triangle\960.png
65,146.2,42,38,38,inverted triangle,ml\training_data\inverted triangle\961.png
67,112.9,38,34,33,inverted triangle,ml\training_data\inverted triangle\962.png
70,138.7,41,32,36,inverted triangle,ml\training_data\inverted triangle\963.png
69,169.5,44,40,40,inverted triangle,ml\training_data\inverted triangle\964.png
65,112.6,38,32,34,inverted triangle,ml\training_data\inverted triangle\965.png
69,149.0,42,32,38,inverted triangle,ml\training_data\inverted triangle\966.png
69,162.2,43,40,39,inverted triangle,ml\training_data\inverted triangle\967.png
65,116.4,44,30,32,inverted triangle,ml\training_data\inverted triangle\968.png
67,164.4,44,38,40,inverted triangle,ml\training_data\inverted triangle\969.png
68,129.2,45,30,33,inverted triangle,ml\training_data\inverted triangle\970.png
66,157.3,45,34,39,inverted triangle,ml\training_data\inverted triangle\971.png
67,151.3,45,30,38,inverted triangle,ml\training_data\inverted triangle\972.png
69,132.1,41,32,35,inverted triangle,ml\training_data\inverted triangle\973.png
69,123.7,44,30,32,inverted triangle,ml\training_data\inverted triangle\974.png
66,121.1,42,34,33,inverted triangle,ml\training_data\inverted triangle\975.png
67,131.8,41,30,36,inverted triangle,ml\training_data\inverted triangle\976.png
65,121.6,41,34,34,inverted triangle,ml\training_data\inverted triangle\977.png
66,145.2,44,34,37,inverted triangle,ml\training_data\inverted triangle\978.png
67,123.7,41,32,34,inverted triangle,ml\training_data\inverted triangle\979.png
67,116.6,42,32,32,inverted triangle,ml\training_data\inverted triangle\980.png
65,117.9,44,32,32,inverted triangle,ml\training_data\inverted triangle\981.png
69,152.4,44,30,38,inverted triangle,ml\training_data\inverted triangle\982.png
68,123.6,37,30,36,hourglass,ml\training_data\hourglass\1.png
70,122.4,37,30,35,hourglass,ml\training_data\hourglass\2.png
65,182.7,45,32,45,hourglass,ml\training_data\hourglass\3.png
68,101.6,32,30,34,hourglass,ml\training_data\hourglass\4.png
67,99.8,32,30,34,hourglass,ml\training_data\hourglass\5.png
65,145.0,42,30,39,hourglass,ml\training_data\hourglass\6.png
68,163.4,39,38,42,hourglass,ml\training_data\hourglass\7.png
69,188.5,45,30,45,hourglass,ml\training_data\hourglass\8.png
69,156.4,38,36,41,hourglass,ml\training_data\hourglass\9.png
69,156.9,40,30,41,hourglass,ml\training_data\hourglass\10.png
66,188.1,44,40,45,hourglass,ml\training_data\hourglass\11.png
65,167.2,42,34,43,hourglass,ml\training_data\hourglass\12.png
67,116.8,35,30,36,hourglass,ml\training_data\hourglass\13.png
68,125.9,36,30,37,hourglass,ml\training_data\hourglass\14.png
66,172.5,44,32,43,hourglass,ml\training_data\hourglass\15.png
68,173.6,43,32,43,hourglass,ml\training_data\hourglass\16.png
69,173.1,44,32,42,hourglass,ml\training_data\hourglass\17.png
65,146.1,38,32,41,hourglass,ml\training_data\hourglass\18.png
67,161.5,39,38,42,hourglass,ml\training_data\hourglass\19.png
67,125.6,36,32,37,hourglass,ml\training_data\hourglass\20.png
65,157.1,43,30,41,hourglass,ml\training_data\hourglass\21.png
65,125.5,38,30,37,hourglass,ml\training_data\hourglass\22.png
66,163.5,41,30,43,hourglass,ml\training_data\hourglass\23.png
67,171.3,41,38,43,hourglass,ml\training_data\hourglass\24.png
68,179.4,41,40,44,hourglass,ml\training_data\hourglass\25.png
66,128.6,36,32,38,hourglass,ml\training_data\hourglass\26.png
66,155.9,40,36,41,hourglass,ml\training_data\hourglass\27.png
68,130.1,39,32,36,hourglass,ml\training_data\hourglass\28.png
68,138.0,37,30,39,hourglass,ml\training_data\hourglass\29.png
69,137.5,38,30,38,hourglass,ml\training_data\hourglass\30.png
69,160.8,41,32,41,hourglass,ml\training_data\hourglass\31.png
67,184.4,43,36,45,hourglass,ml\training_data\hourglass\32.png
65,171.5,43,30,44,hourglass,ml\training_data\hourglass\33.png
65,145.5,41,34,39,hourglass,ml\training_data\hourglass\34.png
66,139.5,41,30,38,hourglass,ml\training_data\hourglass\35.png
70,120.0,36,30,35,hourglass,ml\training_data\hourglass\36.png
65,164.7,41,34,43,hourglass,ml\training_data\hourglass\37.png
70,149.6,39,34,39,hourglass,ml\training_data\hourglass\38.png
65,169.7,43,34,43,hourglass,ml\training_data\hourglass\39.png
67,192.4,45,40,45,hourglass,ml\training_data\hourglass\40.png
67,165.3,41,30,43,hourglass,ml\training_data\hourglass\41.png
67,180.1,45,30,44,hourglass,ml\training_data\hourglass\42.png
68,191.2,45,36,45,hourglass,ml\training_data\hourglass\43.png
68,188.7,44,36,45,hourglass,ml\training_data\hourglass\44.png
66,159.4,42,34,41,hourglass,ml\training_data\hourglass\45.png
70,136.8,37,30,38,hourglass,ml\training_data\hourglass\46.png
65,185.7,45,36,45,hourglass,ml\training_data\hourglass\47.png
68,136.2,37,34,38,hourglass,ml\training_data\hourglass\48.png
70,138.5,39,32,37,hourglass,ml\training_data\hourglass\49.png
70,133.4,35,32,38,hourglass,ml\training_data\hourglass\50.png
65,154.4,40,30,42,hourglass,ml\training_data\hourglass\51.png
67,150.9,41,30,40,hourglass,ml\training_data\hourglass\52.png
70,144.1,38,30,39,hourglass,ml\training_data\hourglass\53.png
67,157.0,39,32,42,hourglass,ml\training_data\hourglass\54.png
69,115.5,33,30,36,hourglass,ml\training_data\hourglass\55.png
65,169.2,44,30,43,hourglass,ml\training_data\hourglass\56.png
69,177.7,42,32,44,hourglass,ml\training_data\hourglass\57.png
65,177.6,45,38,43,hourglass,ml\training_data\hourglass\58.png
65,173.7,44,36,43,hourglass,ml\training_data\hourglass\59.png
65,146.8,39,36,40,hourglass,ml\training_data\hourglass\60.png
69,118.0,34,30,36,hourglass,ml\training_data\hourglass\61.png
65,142.5,41,30,39,hourglass,ml\training_data\hourglass\62.png
65,174.5,43,34,44,hourglass,ml\training_data\hourglass\63.png
65,179.4,45,34,44,hourglass,ml\training_data\hourglass\64.png
69,120.6,37,30,35,hourglass,ml\training_data\hourglass\65.png
69,153.4,38,32,41,hourglass,ml\training_data\hourglass\66.png
69,155.9,39,32,41,hourglass,ml\training_data\hourglass\67.png
65,122.2,38,32,36,hourglass,ml\training_data\hourglass\68.png
69,162.3,41,34,41,hourglass,ml\training_data\hourglass\69.png
65,113.2,35,30,36,hourglass,ml\training_data\hourglass\70.png
68,168.0,44,34,41,hourglass,ml\training_data\hourglass\71.png
67,163.7,43,34,41,hourglass,ml\training_data\hourglass\72.png
69,174.6,44,34,42,hourglass,ml\training_data\hourglass\73.png
67,107.1,33,30,35,hourglass,ml\training_data\hourglass\74.png
67,111.8,33,30,36,hourglass,ml\training_data\hourglass\75.png
69,170.4,41,32,43,hourglass,ml\training_data\hourglass\76.png
70,164.2,41,34,41,hourglass,ml\training_data\hourglass\77.png
68,124.9,35,32,37,hourglass,ml\training_data\hourglass\78.png
68,148.3,38,34,40,hourglass,ml\training_data\hourglass\79.png
67,112.0,35,30,35,hourglass,ml\training_data\hourglass\80.png
70,117.5,35,30,35,hourglass,ml\training_data\hourglass\81.png
70,154.4,39,34,40,hourglass,ml\training_data\hourglass\82.png
65,157.9,39,38,42,hourglass,ml\training_data\hourglass\83.png
70,156.9,40,34,40,hourglass,ml\training_data\hourglass\84.png
67,177.1,42,36,44,hourglass,ml\training_data\hourglass\85.png
68,122.6,36,32,36,hourglass,ml\training_data\hourglass\86.png
65,162.4,42,34,42,hourglass,ml\training_data\hourglass\87.png
67,124.3,38,30,36,hourglass,ml\training_data\hourglass\88.png
66,131.3,39,32,37,hourglass,ml\training_data\hourglass\89.png
69,152.6,39,34,40,hourglass,ml\training_data\hourglass\90.png
69,151.1,39,32,40,hourglass,ml\training_data\hourglass\91.png
70,153.9,40,30,40,hourglass,ml\training_data\hourglass\92.png
69,164.0,43,36,40,hourglass,ml\training_data\hourglass\93.png
66,142.6,41,34,38,hourglass,ml\training_data\hourglass\94.png
70,183.0,41,40,44,hourglass,ml\training_data\hourglass\95.png
68,158.9,39,32,42,hourglass,ml\training_data\hourglass\96.png
68,138.5,36,34,39,hourglass,ml\training_data\hourglass\97.png
69,159.3,41,30,41,hourglass,ml\training_data\hourglass\98.png
65,122.0,36,32,37,hourglass,ml\training_data\hourglass\99.png
69,180.4,45,32,43,hourglass,ml\training_data\hourglass\100.png
66,169.0,42,34,43,hourglass,ml\training_data\hourglass\101.png
66,176.5,45,34,43,hourglass,ml\training_data\hourglass\102.png
68,162.8,40,34,42,hourglass,ml\training_data\hourglass\103.png
65,138.8,37,32,40,hourglass,ml\training_data\hourglass\104.png
68,167.0,43,36,41,hourglass,ml\training_data\hourglass\105.png
68,168.8,43,32,42,hourglass,ml\training_data\hourglass\106.png
69,189.5,43,38,45,hourglass,ml\training_data\hourglass\107.png
68,163.8,41,32,42,hourglass,ml\training_data\hourglass\108.png
69,130.0,35,30,38,hourglass,ml\training_data\hourglass\109.png
65,169.5,41,34,44,hourglass,ml\training_data\hourglass\110.png
67,162.8,40,30,43,hourglass,ml\training_data\hourglass\111.png
67,136.4,39,30,38,hourglass,ml\training_data\hourglass\112.png
68,142.8,37,30,40,hourglass,ml\training_data\hourglass\113.png
66,160.2,41,32,42,hourglass,ml\training_data\hourglass\114.png
70,182.8,42,30,45,hourglass,ml\training_data\hourglass\115.png
70,138.3,37,32,38,hourglass,ml\training_data\hourglass\116.png
66,156.2,40,30,42,hourglass,ml\training_data\hourglass\117.png
67,167.7,44,36,41,hourglass,ml\training_data\hourglass\118.png
69,141.5,39,32,38,hourglass,ml\training_data\hourglass\119.png
68,162.3,41,30,42,hourglass,ml\training_data\hourglass\120.png
66,170.7,44,36,42,hourglass,ml\training_data\hourglass\121.png
68,134.7,37,32,38,hourglass,ml\training_data\hourglass\122.png
69,181.2,41,40,44,hourglass,ml\training_data\hourglass\123.png
66,162.7,42,32,42,hourglass,ml\training_data\hourglass\124.png
65,130.4,40,30,37,hourglass,ml\training_data\hourglass\125.png
65,186.2,44,40,45,hourglass,ml\training_data\hourglass\126.png
69,190.0,45,32,45,hourglass,ml\training_data\hourglass\127.png
66,164.7,41,38,42,hourglass,ml\training_data\hourglass\128.png
70,181.0,42,34,44,hourglass,ml\training_data\hourglass\129.png
68,166.5,44,32,41,hourglass,ml\training_data\hourglass\130.png
66,178.8,44,34,44,hourglass,ml\training_data\hourglass\131.png
69,185.2,45,32,44,hourglass,ml\training_data\hourglass\132.png
67,158.0,40,30,42,hourglass,ml\training_data\hourglass\133.png
65,113.4,37,30,35,hourglass,ml\training_data\hourglass\134.png
65,122.8,35,30,38,hourglass,ml\training_data\hourglass\135.png
69,187.0,42,38,45,hourglass,ml\training_data\hourglass\136.png
69,164.8,42,34,41,hourglass,ml\training_data\hourglass\137.png
68,180.7,42,32,45,hourglass,ml\training_data\hourglass\138.png
69,184.0,42,34,45,hourglass,ml\training_data\hourglass\139.png
66,169.2,44,34,42,hourglass,ml\training_data\hourglass\140.png
70,112.7,35,30,34,hourglass,ml\training_data\hourglass\141.png
67,142.5,37,32,40,hourglass,ml\training_data\hourglass\142.png
65,167.9,43,38,42,hourglass,ml\training_data\hourglass\143.png
67,163.0,42,30,42,hourglass,ml\training_data\hourglass\144.png
68,133.7,36,34,38,hourglass,ml\training_data\hourglass\145.png
66,158.7,41,30,42,hourglass,ml\training_data\hourglass\146.png
69,192.0,44,38,45,hourglass,ml\training_data\hourglass\147.png
66,166.0,42,30,43,hourglass,ml\training_data\hourglass\148.png
65,115.7,36,30,36,hourglass,ml\training_data\hourglass\149.png
68,123.4,35,30,37,hourglass,ml\training_data\hourglass\150.png
68,148.0,41,30,39,hourglass,ml\training_data\hourglass\151.png
68,135.5,36,30,39,hourglass,ml\training_data\hourglass\152.png
67,117.0,37,30,35,hourglass,ml\training_data\hourglass\153.png
65,165.7,42,32,43,hourglass,ml\training_data\hourglass\154.png
70,161.2,41,30,41,hourglass,ml\training_data\hourglass\155.png
68,186.4,45,36,44,hourglass,ml\training_data\hourglass\156.png
69,181.2,44,30,44,hourglass,ml\training_data\hourglass\157.png
67,120.6,34,32,37,hourglass,ml\training_data\hourglass\158.png
69,179.7,41,38,44,hourglass,ml\training_data\hourglass\159.png
65,180.9,45,36,44,hourglass,ml\training_data\hourglass\160.png
67,173.1,41,34,44,hourglass,ml\training_data\hourglass\161.png
66,185.1,44,36,45,hourglass,ml\training_data\hourglass\162.png
69,138.0,37,34,38,hourglass,ml\training_data\hourglass\163.png
68,177.9,41,38,44,hourglass,ml\training_data\hourglass\164.png
68,139.5,37,32,39,hourglass,ml\training_data\hourglass\165.png
68,181.9,45,30,44,hourglass,ml\training_data\hourglass\166.png
65,165.2,40,38,43,hourglass,ml\training_data\hourglass\167.png
66,156.7,39,34,42,hourglass,ml\training_data\hourglass\168.png
67,180.1,42,40,44,hourglass,ml\training_data\hourglass\169.png
70,155.4,40,32,40,hourglass,ml\training_data\hourglass\170.png
69,176.4,44,30,43,hourglass,ml\training_data\hourglass\171.png
65,124.3,35,32,38,hourglass,ml\training_data\hourglass\172.png
69,184.7,43,38,44,hourglass,ml\training_data\hourglass\173.png
67,182.1,44,36,44,hourglass,ml\training_data\hourglass\174.png
66,127.6,35,34,38,hourglass,ml\training_data\hourglass\175.png
68,127.4,36,32,37,hourglass,ml\training_data\hourglass\176.png
67,155.9,43,30,40,hourglass,ml\training_data\hourglass\177.png
66,137.6,39,34,38,hourglass,ml\training_data\hourglass\178.png
68,180.4,42,38,44,hourglass,ml\training_data\hourglass\179.png
65,167.7,41,38,43,hourglass,ml\training_data\hourglass\180.png
